80423070,0,0,0,0,1,0,0,0,0,0,0,0
80423270,0,0,0,0,1,0,0,0,0,0,0,0
80423470,0,0,0,0,1,0,0,0,0,0,0,0
80423670,0,0,0,0,1,0,0,0,0,0,0,0
80423870,0,0,0,0,1,0,0,0,0,0,0,0
80424070,0,0,0,0,1,0,0,0,0,0,0,0
80424270,0,1,0,0,1,0,0,0,0,0,0,0
80424470,0,1,0,0,1,0,0,0,0,0,0,0
80424670,0,1,0,0,1,0,0,0,0,0,0,0
80424870,0,1,0,0,1,0,0,0,0,0,0,0
80425070,0,1,0,0,1,0,0,0,0,0,0,0
80425270,0,1,0,0,1,0,0,0,0,0,0,0
80425470,0,1,0,0,1,0,0,0,0,0,0,0
80425670,0,1,0,0,1,0,0,0,0,0,0,0
80425870,0,1,0,1,1,0,0,0,0,0,0,0
80426070,0,1,0,1,1,0,0,0,0,0,0,0
80426270,0,1,0,1,1,0,0,0,0,0,0,0
80426470,0,1,0,1,1,0,0,0,0,0,0,0
80426670,0,1,0,1,1,0,0,0,0,0,0,0
80426870,0,1,0,1,1,0,0,0,0,0,0,0
80427070,0,1,0,1,1,0,0,0,0,0,0,0
80427270,0,1,0,1,1,0,0,0,0,0,0,0
80427470,0,1,0,1,1,0,0,0,0,0,0,0
80427670,0,1,0,1,1,1,0,0,0,0,0,0
80427870,0,1,0,1,1,1,0,0,0,0,0,0
80428070,0,1,0,1,1,1,0,0,0,0,0,0
80428270,0,1,0,1,1,1,0,0,1,0,0,0
80428470,0,1,0,1,1,1,0,0,1,0,0,0
80428670,0,1,0,1,1,1,0,0,1,0,0,0
80428870,0,1,0,1,1,1,0,0,1,0,0,0
80429070,0,1,0,1,1,1,0,0,1,0,0,0
80429270,0,1,0,1,1,1,0,0,1,0,0,0
80429470,0,1,0,1,1,1,0,0,1,0,0,0
80429670,0,1,0,1,1,1,0,0,1,0,0,0
80429870,0,1,0,1,1,1,0,0,1,0,0,0
80430070,0,1,0,1,1,1,0,0,1,0,0,0
80430270,0,1,1,1,1,1,0,0,1,0,0,0
80430470,0,1,1,1,1,1,0,0,1,0,0,0
80430670,0,1,1,1,1,1,0,0,1,0,0,0
80430870,0,1,1,1,1,1,0,0,1,0,0,0
80431070,0,1,1,1,1,1,0,0,1,0,0,0
80431270,0,1,1,1,1,1,0,0,1,0,0,0
80431470,0,1,1,1,1,1,0,0,1,0,0,0
80431670,0,1,1,1,1,1,0,0,1,0,0,0
80431870,1,1,1,1,1,1,0,0,1,0,0,0
80432070,1,1,1,1,1,1,0,0,1,0,0,0
80432270,1,1,1,1,1,1,0,0,1,0,0,0
80432470,1,1,1,1,1,1,0,0,1,0,0,0
80432670,1,1,1,1,1,1,0,0,1,0,0,0
80432870,1,1,1,1,1,1,0,0,1,0,0,0
80433070,1,1,1,1,1,1,0,0,1,0,0,0
80433270,1,1,1,1,1,1,0,0,1,0,0,0
80433470,1,1,1,1,1,1,0,0,1,0,0,0
80433670,1,1,1,1,1,1,0,0,1,0,0,0
80433870,1,1,1,1,1,1,0,0,1,0,0,0
80434070,1,1,1,1,1,1,0,0,1,0,0,0
80434270,1,1,1,1,1,1,0,0,1,0,0,0
80434470,1,1,1,1,1,1,0,0,1,0,0,0
80434670,1,1,1,1,1,1,0,0,1,0,0,0
80434870,1,1,1,1,1,1,0,0,1,0,0,0
80435070,1,1,1,1,1,1,0,0,1,0,0,0
80435270,1,1,1,1,1,1,0,0,1,0,0,0
80435470,1,1,1,1,1,0,0,0,1,0,0,0
80435670,1,1,1,1,1,1,0,0,1,0,0,0
80435870,1,1,1,1,1,1,0,0,1,0,0,0
80436070,1,1,1,1,1,1,0,0,1,0,0,0
80436270,1,1,1,1,1,1,0,0,1,0,0,0
80436470,1,1,1,1,1,1,0,0,1,0,0,0
80436670,1,1,1,1,1,0,0,0,1,0,0,0
80436870,1,1,1,1,1,1,0,0,1,0,0,0
80437070,1,1,1,1,1,1,0,0,1,0,0,0
80437270,1,1,1,1,1,1,0,0,1,0,0,0
80437470,1,1,1,1,1,1,0,0,1,1,0,0
80437670,1,1,1,1,1,1,0,0,1,1,0,0
80437870,1,1,1,1,1,1,0,0,1,1,0,0
80438070,1,1,1,1,1,1,0,0,1,1,0,0
80438270,1,1,1,1,1,1,0,0,1,1,0,0
80438470,1,1,1,1,1,1,0,0,1,1,0,0
80438670,1,1,1,1,1,1,0,0,1,1,0,0
80438870,1,1,1,1,1,1,0,1,1,1,0,0
80439070,1,1,1,1,1,1,0,1,1,1,0,0
80439270,1,1,1,1,1,1,0,1,1,1,0,0
80439470,1,1,1,1,1,1,0,1,1,1,0,0
80439670,1,1,1,1,1,1,0,1,1,1,0,0
80439870,1,1,1,1,1,1,0,1,1,1,0,0
80440070,1,1,1,1,1,1,0,1,1,1,0,0
80440270,1,1,1,1,1,1,0,1,1,1,0,0
80440470,1,1,1,1,1,1,0,1,1,1,0,0
80440670,1,1,1,1,1,1,0,1,1,1,0,0
80440870,1,1,1,1,1,1,0,1,1,1,0,0
80441070,1,1,1,1,1,1,0,1,1,1,0,0
80441270,1,1,1,1,1,1,0,1,1,1,0,0
